hotel_name	location	room_type	features	original_price	discounted_price
InterContinental Tokyo Bay, an IHG Hotel	1-16-2 Kaigan, Minato, Tokyo, Tokyo-to, 105-8576	Suite, 2 Single Beds, Business Lounge Access, Bay View	Sleeps 2 | High-speed internet access | 2 Single Beds	sold out	
InterContinental Tokyo Bay, an IHG Hotel	1-16-2 Kaigan, Minato, Tokyo, Tokyo-to, 105-8576	Classic Room, 1 King Bed, Bay View (High Floor)	Bay view | Sleeps 2 | High-speed internet access | 35 sq m | 1 King Bed	sold out	
InterContinental Tokyo Bay, an IHG Hotel	1-16-2 Kaigan, Minato, Tokyo, Tokyo-to, 105-8576	Classic Room, 1 King Bed, Business Lounge Access, Bay View	Bay view | Sleeps 2 | High-speed internet access | 35 sq m | 1 King Bed	sold out	
InterContinental Tokyo Bay, an IHG Hotel	1-16-2 Kaigan, Minato, Tokyo, Tokyo-to, 105-8576	Premium Room, 1 King Bed, Bay View (High Floor)	Bay view | Sleeps 2 | High-speed internet access | 1 King Bed	sold out	
InterContinental Tokyo Bay, an IHG Hotel	1-16-2 Kaigan, Minato, Tokyo, Tokyo-to, 105-8576	Classic Room, 1 King Bed, River View	River view | Sleeps 2 | High-speed internet access | 35 sq m | 1 King Bed	sold out	
InterContinental Tokyo Bay, an IHG Hotel	1-16-2 Kaigan, Minato, Tokyo, Tokyo-to, 105-8576	Junior Suite, 1 King Bed, Business Lounge Access, River View	River view | Bay view | Sleeps 2 | High-speed internet access | 52 sq m | 1 King Bed	sold out	
InterContinental Tokyo Bay, an IHG Hotel	1-16-2 Kaigan, Minato, Tokyo, Tokyo-to, 105-8576	Premium Room, 2 Single Beds, Business Lounge Access, Bay View	Bay view | Sleeps 2 | High-speed internet access | 42 sq m | 2 Single Beds	sold out	
InterContinental Tokyo Bay, an IHG Hotel	1-16-2 Kaigan, Minato, Tokyo, Tokyo-to, 105-8576	Classic Room, 1 King Bed, Business Lounge Access, River View (Japanese)	River view | Sleeps 2 | High-speed internet access | 35 sq m | 1 King Bed	sold out	
InterContinental Tokyo Bay, an IHG Hotel	1-16-2 Kaigan, Minato, Tokyo, Tokyo-to, 105-8576	Premium Room, 2 Single Beds, Bay View (High Floor)	Bay view | Sleeps 2 | High-speed internet access | 42 sq m | 2 Single Beds	sold out	
InterContinental Tokyo Bay, an IHG Hotel	1-16-2 Kaigan, Minato, Tokyo, Tokyo-to, 105-8576	Junior Suite, 1 King Bed, River View (High Floor)	River view | Bay view | Sleeps 2 | High-speed internet access | 52 sq m | 1 King Bed	sold out	
InterContinental Tokyo Bay, an IHG Hotel	1-16-2 Kaigan, Minato, Tokyo, Tokyo-to, 105-8576	Premium Room, 1 King Bed, Business Lounge Access, Bay View	Bay view | Sleeps 2 | High-speed internet access | 38 sq m | 1 King Bed	sold out	
InterContinental Tokyo Bay, an IHG Hotel	1-16-2 Kaigan, Minato, Tokyo, Tokyo-to, 105-8576	Classic Room, 2 Single Beds, Business Lounge Access, Bay View	Bay view | Sleeps 2 | High-speed internet access | 35 sq m | 2 Single Beds	sold out	
InterContinental Tokyo Bay, an IHG Hotel	1-16-2 Kaigan, Minato, Tokyo, Tokyo-to, 105-8576	Classic Room, 2 Single Beds, Bay View (High Floor)	River view | Sleeps 2 | High-speed internet access | 2 Single Beds	sold out	
InterContinental Tokyo Bay, an IHG Hotel	1-16-2 Kaigan, Minato, Tokyo, Tokyo-to, 105-8576	Premium Room, 1 King Bed, Business Lounge Access, Bay View (Japanese)	Bay view | Sleeps 2 | High-speed internet access | 1 King Bed	sold out	
InterContinental Tokyo Bay, an IHG Hotel	1-16-2 Kaigan, Minato, Tokyo, Tokyo-to, 105-8576	Suite, 1 Bedroom, Business Lounge Access, Bay View	Bay view | Sleeps 2 | High-speed internet access | 1 Single Bed	sold out	
InterContinental Tokyo Bay, an IHG Hotel	1-16-2 Kaigan, Minato, Tokyo, Tokyo-to, 105-8576	Suite, 1 Bedroom, Business Lounge Access, Bay View (Jetted Tub)	Sleeps 2 | High-speed internet access | 1 Single Bed	sold out	
InterContinental Tokyo Bay, an IHG Hotel	1-16-2 Kaigan, Minato, Tokyo, Tokyo-to, 105-8576	Suite, 1 Bedroom, Business Lounge Access, Bay View (Dining Area)	Sleeps 3 | High-speed internet access | 1 Single Bed	sold out	
InterContinental Tokyo Bay, an IHG Hotel	1-16-2 Kaigan, Minato, Tokyo, Tokyo-to, 105-8576	Junior Suite, 1 King Bed, River View (Mid Floor)	River view | Bay view | Sleeps 2 | High-speed internet access | 52 sq m | 1 King Bed	sold out	
InterContinental Tokyo Bay, an IHG Hotel	1-16-2 Kaigan, Minato, Tokyo, Tokyo-to, 105-8576	Junior Suite, 1 King Bed, Business Lounge Access, River View (Japanese)	River view | Bay view | Sleeps 2 | High-speed internet access | 1 King Bed	sold out	
InterContinental Tokyo Bay, an IHG Hotel	1-16-2 Kaigan, Minato, Tokyo, Tokyo-to, 105-8576	Classic Room, 1 King Bed, Bay View	Bay view | Sleeps 2 | High-speed internet access | 35 sq m | 1 King Bed	sold out	
InterContinental Tokyo Bay, an IHG Hotel	1-16-2 Kaigan, Minato, Tokyo, Tokyo-to, 105-8576	Premium Room, 1 King Bed, Bay View (Mid Floor)	Bay view | Sleeps 2 | High-speed internet access | 38 sq m | 1 King Bed	sold out	
InterContinental Tokyo Bay, an IHG Hotel	1-16-2 Kaigan, Minato, Tokyo, Tokyo-to, 105-8576	Premium Room, 2 Single Beds, Business Lounge Access, Bay View (Japanese)	Bay view | Sleeps 2 | High-speed internet access | 2 Single Beds	sold out	
MONday Apart UENO-SHIN-OKACHIMACHI	1-27-11 Higashiueno, Taito-ku, Tokyo, Tokyo, 110-0005	Superior King Room, Non Smoking	34 sq m | Sleeps 4 | Free WiFi | 1 King Bed | Collect and Redeem	€408	€140
MONday Apart UENO-SHIN-OKACHIMACHI	1-27-11 Higashiueno, Taito-ku, Tokyo, Tokyo, 110-0005	Superior Family Room, Non Smoking	34 sq m | Sleeps 6 | Free WiFi | 2 Single Beds and 1 Single Bunk Bed | Collect and Redeem	€408	€140
MONday Apart UENO-SHIN-OKACHIMACHI	1-27-11 Higashiueno, Taito-ku, Tokyo, Tokyo, 110-0005	Run of House, Non smoking (Bed Type not guaranteed)	Sleeps 6 | Free WiFi | 2 Single Beds | Collect and Redeem	€408	€184
MONday Apart UENO-SHIN-OKACHIMACHI	1-27-11 Higashiueno, Taito-ku, Tokyo, Tokyo, 110-0005	Superior King Room	Sleeps 2 | Free WiFi | 1 King Bed | Collect | Coupon codes cannot be applied | No changes allowed, except for cancellations	€412	
MONday Apart UENO-SHIN-OKACHIMACHI	1-27-11 Higashiueno, Taito-ku, Tokyo, Tokyo, 110-0005	Superior Family Room	Sleeps 4 | Free WiFi | 2 Single Beds and 1 Single Bunk Bed | Collect | Coupon codes cannot be applied | No changes allowed, except for cancellations	€412	
MONday Apart UENO-SHIN-OKACHIMACHI	1-27-11 Higashiueno, Taito-ku, Tokyo, Tokyo, 110-0005	Deluxe Japanese King Room, Non Smoking	42 sq m | Sleeps 4 | Free WiFi | 1 King Bed	sold out	
MONday Apart UENO-SHIN-OKACHIMACHI	1-27-11 Higashiueno, Taito-ku, Tokyo, Tokyo, 110-0005	Deluxe Japanese Room, Non Smoking	34 sq m | Sleeps 7 | Free WiFi | 2 Single Beds and 3 Single Futons	sold out	
Hotel Gracery Shinjuku	1-19-1 Kabukicho, Shinjuku-ku, Tokyo, Tokyo-to, 160-8466	Double Room, Non Smoking	City view | Sleeps 3 | Free WiFi | 18 sq m | 1 Double Bed | Collect and Redeem	€228	€139
Hotel Gracery Shinjuku	1-19-1 Kabukicho, Shinjuku-ku, Tokyo, Tokyo-to, 160-8466	Double with Breakfast, Non Smoking	City view | Sleeps 2 | Breakfast buffet | Free WiFi | 18 sq m | 1 Double Bed | Collect and Redeem	€258	€173
Hotel Gracery Shinjuku	1-19-1 Kabukicho, Shinjuku-ku, Tokyo, Tokyo-to, 160-8466	Superior Double Room, Non Smoking	City view | Sleeps 3 | Free WiFi | 20 sq m | 1 Double Bed | Collect and Redeem	€272	€179
Hotel Gracery Shinjuku	1-19-1 Kabukicho, Shinjuku-ku, Tokyo, Tokyo-to, 160-8466	Twin Room, Non Smoking	City view | Sleeps 4 | Free WiFi | 23 sq m | 2 Single Beds | Collect and Redeem	€295	€195
Hotel Gracery Shinjuku	1-19-1 Kabukicho, Shinjuku-ku, Tokyo, Tokyo-to, 160-8466	Superior Double with Breakfast, Non Smoking	City view | Sleeps 2 | Breakfast buffet | Free WiFi | 20 sq m | 1 Double Bed | Collect and Redeem	€313	€207
Hotel Gracery Shinjuku	1-19-1 Kabukicho, Shinjuku-ku, Tokyo, Tokyo-to, 160-8466	Deluxe Twin Room, Non Smoking	City view | Sleeps 4 | Free WiFi | 32 sq m | 2 Single Beds | Collect and Redeem	€402	€220
Hotel Gracery Shinjuku	1-19-1 Kabukicho, Shinjuku-ku, Tokyo, Tokyo-to, 160-8466	Twin with Breakfast, Non Smoking	City view | Sleeps 2 | Breakfast buffet | Free WiFi | 23 sq m | 2 Single Beds | Collect and Redeem	€337	€223
Hotel Gracery Shinjuku	1-19-1 Kabukicho, Shinjuku-ku, Tokyo, Tokyo-to, 160-8466	Top Floor (Godzilla Floor) Twin Room, Non Smoking	City view | Sleeps 4 | Free WiFi | 2 Single Beds | Collect and Redeem	€353	€233
Hotel Gracery Shinjuku	1-19-1 Kabukicho, Shinjuku-ku, Tokyo, Tokyo-to, 160-8466	Triple, Room Only, Non Smoking	City view | Sleeps 5 | Free WiFi | 28 sq m | 3 Single Beds | Collect and Redeem	€434	€238
Hotel Gracery Shinjuku	1-19-1 Kabukicho, Shinjuku-ku, Tokyo, Tokyo-to, 160-8466	Deluxe Twin with Breakfast, Non Smoking	City view | Sleeps 2 | Breakfast buffet | Free WiFi | 32 sq m | 2 Single Beds | Collect and Redeem	€448	€260
Hotel Gracery Shinjuku	1-19-1 Kabukicho, Shinjuku-ku, Tokyo, Tokyo-to, 160-8466	Top Floor (Godzilla Floor) Twin with Breakfast, Non Smoking	Sleeps 2 | Breakfast buffet | Free WiFi | 2 Single Beds | Collect and Redeem	€395	€261
Hotel Gracery Shinjuku	1-19-1 Kabukicho, Shinjuku-ku, Tokyo, Tokyo-to, 160-8466	Triple with Breakfast, Non Smoking	City view | Sleeps 3 | Breakfast buffet | Free WiFi | 28 sq m | 3 Single Beds | Collect and Redeem	€478	€277
Hotel Gracery Shinjuku	1-19-1 Kabukicho, Shinjuku-ku, Tokyo, Tokyo-to, 160-8466	Top Floor (Godzilla Floor) Deluxe Twin Room, Non Smoking	Sleeps 4 | Free WiFi | 2 Single Beds | Collect and Redeem	€495	€287
Hotel Gracery Shinjuku	1-19-1 Kabukicho, Shinjuku-ku, Tokyo, Tokyo-to, 160-8466	Top Floor (Godzilla Floor) Deluxe Twin with Breakfast, Non Smoking	Sleeps 2 | Breakfast buffet | Free WiFi | 2 Single Beds | Collect and Redeem	€541	€314
Hotel Gracery Shinjuku	1-19-1 Kabukicho, Shinjuku-ku, Tokyo, Tokyo-to, 160-8466	Top Floor (Godzilla Floor) Double with Breakfast, Non Smoking	Sleeps 2 | Free WiFi | 1 Double Bed	sold out	
Hotel Gracery Shinjuku	1-19-1 Kabukicho, Shinjuku-ku, Tokyo, Tokyo-to, 160-8466	Single with Breakfast, Non Smoking	City view | Sleeps 1 | Free WiFi | 18 sq m | 1 Single Bed	sold out	
Hotel Gracery Shinjuku	1-19-1 Kabukicho, Shinjuku-ku, Tokyo, Tokyo-to, 160-8466	Top Floor (Godzilla Floor) Triple, Room Only, Non Smoking	Sleeps 5 | Free WiFi | 3 Single Beds	sold out	
Hotel Gracery Shinjuku	1-19-1 Kabukicho, Shinjuku-ku, Tokyo, Tokyo-to, 160-8466	Top Floor (Godzilla Floor) Double Room, Non Smoking	Sleeps 3 | Free WiFi | 1 Double Bed	sold out	
Hotel Gracery Shinjuku	1-19-1 Kabukicho, Shinjuku-ku, Tokyo, Tokyo-to, 160-8466	Top Floor (Godzilla Floor) Triple with Breakfast, Non Smoking	Sleeps 3 | Free WiFi | 3 Single Beds	sold out	
Hotel Gracery Shinjuku	1-19-1 Kabukicho, Shinjuku-ku, Tokyo, Tokyo-to, 160-8466	Single Room, Non Smoking	City view | Sleeps 2 | Free WiFi | 18 sq m | 1 Single Bed	sold out	
Hotel Villa Fontaine Grand Haneda Airport	2-7-1 Hanedakuko, Oota, Tokyo, Tokyo, 144-0041	Superior Queen Room, Non Smoking (Check In 18:00-Check Out 09:00)	Reserve now, pay later | Sleeps 2 | Free WiFi | 1 Queen Bed | Collect	€137	
Hotel Villa Fontaine Grand Haneda Airport	2-7-1 Hanedakuko, Oota, Tokyo, Tokyo, 144-0041	Moderate Queen Room, Non Smoking (Check In 18:00-Check Out 09:00)	Reserve now, pay later | Sleeps 2 | Free WiFi | 1 Queen Bed | Collect	€132	
Hotel Villa Fontaine Grand Haneda Airport	2-7-1 Hanedakuko, Oota, Tokyo, Tokyo, 144-0041	Moderate Queen Room, Non Smoking	Reserve now, pay later | Sleeps 2 | Free WiFi | 18 sq m | 1 Queen Bed | Collect	€146	
Hotel Villa Fontaine Grand Haneda Airport	2-7-1 Hanedakuko, Oota, Tokyo, Tokyo, 144-0041	Superior Queen Room, Non Smoking	Reserve now, pay later | Sleeps 2 | Free WiFi | 20 sq m | 1 Queen Bed | Collect	€152	
Hotel Villa Fontaine Grand Haneda Airport	2-7-1 Hanedakuko, Oota, Tokyo, Tokyo, 144-0041	Moderate Queen Room, Non Smoking (Check In 18:00-Check Out 09:00) with Onsen ticket	Reserve now, pay later | Sleeps 2 | Free WiFi | 1 Queen Bed | Collect	€156	
Hotel Villa Fontaine Grand Haneda Airport	2-7-1 Hanedakuko, Oota, Tokyo, Tokyo, 144-0041	Short Stay Superior King Room, Non Smoking (Check In 18:00-Check Out 09:00)	Reserve now, pay later | Sleeps 3 | Free WiFi | 1 King Bed | Collect	€159	
Hotel Villa Fontaine Grand Haneda Airport	2-7-1 Hanedakuko, Oota, Tokyo, Tokyo, 144-0041	Superior Queen Room, Non Smoking (Check In 18:00-Check Out 09:00) with Onsen ticket	Reserve now, pay later | Sleeps 2 | Free WiFi | 1 Queen Bed | Collect and Redeem	€161	
Hotel Villa Fontaine Grand Haneda Airport	2-7-1 Hanedakuko, Oota, Tokyo, Tokyo, 144-0041	Moderate Queen Room, Non Smoking with Onsen ticket	Reserve now, pay later | Sleeps 2 | Free WiFi | 1 Queen Bed | Collect	€170	
Hotel Villa Fontaine Grand Haneda Airport	2-7-1 Hanedakuko, Oota, Tokyo, Tokyo, 144-0041	Superior King Room, Non Smoking	Reserve now, pay later | Sleeps 3 | Free WiFi | 24 sq m | 1 King Bed | Collect	€176	
Hotel Villa Fontaine Grand Haneda Airport	2-7-1 Hanedakuko, Oota, Tokyo, Tokyo, 144-0041	Superior Queen Room, Non Smoking, with Onsen ticket	Reserve now, pay later | Sleeps 2 | Free WiFi | 1 Queen Bed | Collect	€176	
Hotel Villa Fontaine Grand Haneda Airport	2-7-1 Hanedakuko, Oota, Tokyo, Tokyo, 144-0041	Superior King Room, Non Smoking (Check In 18:00-Check Out 09:00) with Onsen ticket	Reserve now, pay later | Sleeps 3 | Free WiFi | 1 King Bed | Collect	€183	
Hotel Villa Fontaine Grand Haneda Airport	2-7-1 Hanedakuko, Oota, Tokyo, Tokyo, 144-0041	Superior King Room, Non Smoking with Onsen ticket	Reserve now, pay later | Sleeps 3 | Free WiFi | 1 King Bed | Collect	€201	
Hotel Villa Fontaine Grand Haneda Airport	2-7-1 Hanedakuko, Oota, Tokyo, Tokyo, 144-0041	Concept Room - Taichi & Agumon x Hikari & Tailmon, Non Smoking with Onsen ticket	Reserve now, pay later | Sleeps 2 | Breakfast buffet | Free WiFi | 1 Queen Bed | Collect	€223	
Hotel Villa Fontaine Grand Haneda Airport	2-7-1 Hanedakuko, Oota, Tokyo, Tokyo, 144-0041	Concept Room - Yamato & Gabumon x Takeru & Patamon, Non Smoking with Onsen ticket	Reserve now, pay later | Sleeps 2 | Breakfast buffet | Free WiFi | 1 Queen Bed | Collect	€223	
Hotel Villa Fontaine Grand Haneda Airport	2-7-1 Hanedakuko, Oota, Tokyo, Tokyo, 144-0041	Concept Room - JAPAN AIRLINES × Hotel Villa Fontaine, Non Smoking with Onsen ticket	Reserve now, pay later | Sleeps 3 | Free WiFi | 23 sq m | 2 Single Beds | Collect	€227	
Hotel Villa Fontaine Grand Haneda Airport	2-7-1 Hanedakuko, Oota, Tokyo, Tokyo, 144-0041	"Concept Room - KOKUYO x ""STANDARD"", Non Smoking with Onsen ticket"	Reserve now, pay later | Sleeps 3 | Breakfast buffet | Free WiFi | 2 Single Beds | Collect and Redeem	€234	
Hotel Villa Fontaine Grand Haneda Airport	2-7-1 Hanedakuko, Oota, Tokyo, Tokyo, 144-0041	"Concept Room - KOKUYO x ""FANCY"", Non Smoking with Onsen ticket"	Reserve now, pay later | Sleeps 3 | Breakfast buffet | Free WiFi | 2 Single Beds | Collect and Redeem	€234	
Hotel Villa Fontaine Grand Haneda Airport	2-7-1 Hanedakuko, Oota, Tokyo, Tokyo, 144-0041	"Concept Room - KOKUYO x ""SIMPLE"", Non Smoking with Onsen ticket"	Reserve now, pay later | Sleeps 3 | Breakfast buffet | Free WiFi | 2 Single Beds | Collect and Redeem	€234	
Hotel Villa Fontaine Grand Haneda Airport	2-7-1 Hanedakuko, Oota, Tokyo, Tokyo, 144-0041	Concept Room - Sirotan and Izumitenku no Yu, Non Smoking with Onsen ticket	Reserve now, pay later | Sleeps 3 | Breakfast buffet | Free WiFi | 2 Single Beds | Collect	€234	
Hotel Villa Fontaine Grand Haneda Airport	2-7-1 Hanedakuko, Oota, Tokyo, Tokyo, 144-0041	Concept Room - Sirotan x Hotel Villa Fontaine, Non Smoking with Onsen ticket	Reserve now, pay later | Sleeps 3 | Breakfast buffet | Free WiFi | 2 Single Beds | Collect	€234	
Hotel Villa Fontaine Grand Haneda Airport	2-7-1 Hanedakuko, Oota, Tokyo, Tokyo, 144-0041	Concept Room - 25th anniversary Sirotan x Hotel Villa Fontaine, Non Smoking with Onsen ticket	Reserve now, pay later | Sleeps 3 | Breakfast buffet | Free WiFi | 2 Single Beds | Collect	€234	
Hotel Villa Fontaine Grand Haneda Airport	2-7-1 Hanedakuko, Oota, Tokyo, Tokyo, 144-0041	Concept Room - TOKYO WABI x SABI ROOM, Non Smoking with Onsen ticket	Reserve now, pay later | Sleeps 3 | Breakfast buffet | Free WiFi | 23 sq m | 2 Single Beds | Collect	€254	
Hotel Villa Fontaine Grand Haneda Airport	2-7-1 Hanedakuko, Oota, Tokyo, Tokyo, 144-0041	Concept Room - TOKYO OMATSURI ROOM, Non Smoking with Onsen ticket	Reserve now, pay later | Sleeps 3 | Breakfast buffet | Free WiFi | 23 sq m | 2 Single Beds | Collect	€254	
Hotel Villa Fontaine Grand Haneda Airport	2-7-1 Hanedakuko, Oota, Tokyo, Tokyo, 144-0041	Twin Room with Tatami Area, Non Smoking	Reserve now, pay later | Sleeps 4 | Free WiFi | 29 sq m | 2 Single Beds and 2 Single Futons | Collect	€258	
Hotel Villa Fontaine Grand Haneda Airport	2-7-1 Hanedakuko, Oota, Tokyo, Tokyo, 144-0041	Concept Room - Magical Doremi (Travel ver.), Non Smoking with Onsen ticket	Reserve now, pay later | Sleeps 3 | Breakfast buffet | Free WiFi | 2 Single Beds | Collect	€260	
Hotel Villa Fontaine Grand Haneda Airport	2-7-1 Hanedakuko, Oota, Tokyo, Tokyo, 144-0041	Concept Room - Barbapapa × Picture book, Non Smoking with Onsen ticket	Reserve now, pay later | Sleeps 3 | Breakfast buffet | Free WiFi | 2 Single Beds | Collect	€260	
Hotel Villa Fontaine Grand Haneda Airport	2-7-1 Hanedakuko, Oota, Tokyo, Tokyo, 144-0041	Concept Room -Magical Doremi (Witch Apprentice ver.), Non Smoking with Onsen ticket	Reserve now, pay later | Sleeps 3 | Breakfast buffet | Free WiFi | 2 Single Beds | Collect	€260	
Hotel Villa Fontaine Grand Haneda Airport	2-7-1 Hanedakuko, Oota, Tokyo, Tokyo, 144-0041	Concept Room - Barbapapa × HOTEL, Non Smoking with Onsen ticket	Reserve now, pay later | Sleeps 3 | Breakfast buffet | Free WiFi | 2 Single Beds | Collect	€260	
Hotel Villa Fontaine Grand Haneda Airport	2-7-1 Hanedakuko, Oota, Tokyo, Tokyo, 144-0041	Superior Triple Room, Non Smoking	Reserve now, pay later | Sleeps 3 | Free WiFi | 28 sq m | 3 Single Beds | Collect	€264	
Hotel Villa Fontaine Grand Haneda Airport	2-7-1 Hanedakuko, Oota, Tokyo, Tokyo, 144-0041	Twin Room with Tatami Area, Non Smoking with Onsen ticket	Reserve now, pay later | Sleeps 4 | Free WiFi | 2 Single Beds and 2 Single Futons | Collect	€282	
Hotel Villa Fontaine Grand Haneda Airport	2-7-1 Hanedakuko, Oota, Tokyo, Tokyo, 144-0041	Deluxe Twin Room with Tatami Area, Non Smoking	Reserve now, pay later | Sleeps 4 | Free WiFi | 42 sq m | 2 Single Beds and 2 Single Futons | Collect and Redeem	€297	
Hotel Villa Fontaine Grand Haneda Airport	2-7-1 Hanedakuko, Oota, Tokyo, Tokyo, 144-0041	Superior Triple Room, Non Smoking with Onsen ticket	Reserve now, pay later | Sleeps 3 | Free WiFi | 3 Single Beds | Collect	€300	
Hotel Villa Fontaine Grand Haneda Airport	2-7-1 Hanedakuko, Oota, Tokyo, Tokyo, 144-0041	Family Room, Non Smoking	Reserve now, pay later | Sleeps 4 | Free WiFi | 36 sq m | 4 Single Beds | Collect and Redeem	€312	
Hotel Villa Fontaine Grand Haneda Airport	2-7-1 Hanedakuko, Oota, Tokyo, Tokyo, 144-0041	Deluxe Twin Room with Tatami Area, Non Smoking with Onsen ticket	Reserve now, pay later | Sleeps 4 | Free WiFi | 2 Single Beds and 2 Single Futons | Collect	€321	
Hotel Villa Fontaine Grand Haneda Airport	2-7-1 Hanedakuko, Oota, Tokyo, Tokyo, 144-0041	Family Room, Non Smoking with Onsen ticket	Reserve now, pay later | Sleeps 4 | Free WiFi | 4 Single Beds | Collect and Redeem	€361	
Hotel Villa Fontaine Grand Haneda Airport	2-7-1 Hanedakuko, Oota, Tokyo, Tokyo, 144-0041	Superior Twin Room with Extra Bed, Non Smoking	Sleeps 3 | Free WiFi | 2 Single Beds	sold out	
Hotel Villa Fontaine Grand Haneda Airport	2-7-1 Hanedakuko, Oota, Tokyo, Tokyo, 144-0041	Superior Twin Room, Non Smoking	Sleeps 3 | Free WiFi | 23 sq m | 2 Single Beds	sold out	
Hotel Villa Fontaine Grand Haneda Airport	2-7-1 Hanedakuko, Oota, Tokyo, Tokyo, 144-0041	Superior Twin Room with Extra Bed, Non Smoking with Onsen ticket (Adjoining)	Sleeps 6 | Free WiFi | 4 Single Beds	sold out	
Hotel Villa Fontaine Grand Haneda Airport	2-7-1 Hanedakuko, Oota, Tokyo, Tokyo, 144-0041	Superior Twin Room with Extra Bed, Non Smoking with Onsen ticket	Sleeps 3 | Free WiFi | 2 Single Beds	sold out	
Hotel Villa Fontaine Grand Haneda Airport	2-7-1 Hanedakuko, Oota, Tokyo, Tokyo, 144-0041	Superior Twin Room - Non-Smoking (Check In 18:00-Check Out 09:00) with Onsen ticket	Sleeps 3 | Free WiFi | 2 Single Beds	sold out	
Hotel Villa Fontaine Grand Haneda Airport	2-7-1 Hanedakuko, Oota, Tokyo, Tokyo, 144-0041	Superior Twin Room, Non Smoking with Onsen ticket	Sleeps 3 | Free WiFi | 2 Single Beds	sold out	
Hotel Villa Fontaine Grand Haneda Airport	2-7-1 Hanedakuko, Oota, Tokyo, Tokyo, 144-0041	Run of House - Single Occupancy, Non Smoking with Onsen ticket	Sleeps 1 | Free WiFi | 1 Single Bed	sold out	
Hotel Villa Fontaine Grand Haneda Airport	2-7-1 Hanedakuko, Oota, Tokyo, Tokyo, 144-0041	Run of House - Single Occupancy, Non Smoking	Sleeps 1 | Free WiFi | 1 Single Bed	sold out	
Hotel Villa Fontaine Grand Haneda Airport	2-7-1 Hanedakuko, Oota, Tokyo, Tokyo, 144-0041	Short Stay Superior Twin Room, Non Smoking (Check In 18:00-Check Out 09:00)	Sleeps 3 | Free WiFi | 2 Single Beds	sold out	
RIHGA Royal Hotel Tokyo	1-104-19 Totsuka-machi, Shinjuku-ku, Tokyo, Tokyo-to, 169-8613	Check-in 4pm, out 10am, Deluxe Double Room, Non Smoking	Sleeps 4 | 31 sq m | 1 Queen Bed | Collect and Redeem	€127	€115
RIHGA Royal Hotel Tokyo	1-104-19 Totsuka-machi, Shinjuku-ku, Tokyo, Tokyo-to, 169-8613	Check-in 4pm, out 10am, Luxury Twin, Non Smoking (extra beds for person over age of 4)	Sleeps 5 | 38 sq m | 2 Single Beds | Collect and Redeem	€136	€132
